country,active_personnel,aircraft_carriers,armored_fighting_vehicles,attack_aircraft,attack_helicopters,border_coverage_km,coal_consumption_mt,coal_production_cum,coastal_patrol_craft,coastline_coverage_km,corvettes,defense_budget_usd,destroyers,external_debt_usd,fighter_aircraft,fit_for_service,foreign_exchange_and_gold_reserves_usd,frigates,helicopter_carriers,labour_force,major_ports_and_terminals,mine_warfare_craft,natural_gas_consumption_cum,natural_gas_production_cum,oil_consumption_bbl,oil_production_bbl,paramilitary,population_reaching_military_age_annually,proven_coal_reserves_cum,proven_natural_gas_reserves_cum,proven_oil_reserves_bbl,purchasing_power_parity_usd,railway_coverage_km,reserve_personnel,roadway_coverage_km,rocket_projectors,self_propelled_artillery,special_mission_aircraft,submarines,tanker_aircraft,tanks,total_land_area_sq_km,total_merchant_marine_fleet,total_military_aircraft,total_military_helicopters,total_military_manpower,total_naval_fleet,total_naval_fleet_tonnage_mt,total_population,total_serviceable_airports,towed_artillery,trainer_aircraft,transport_aircraft,waterway_coverage_km
Kosovo,4000,0,1357,0,0,714,6931000,6924000.0,0,0,0,1177450000,0,785739000,0,743387,1310000000,0,0,500300,0,0,0.0,0.0,16000,0,500,17794,1564000000.0,0.0,0,25019000000,437,5000,2248,0,0,0,0,0,0,10887,0,0,0,917371,0,,1977093,2,0,0,0,0
Kuwait,78000,0,7472,0,16,475,60000,0.0,106,499,0,7987000000,0,60500000000,47,1449920,50728000000,0,0,3003000,6,0,26083000000.0,19285000000.0,430000,2910000,7500,37660,0.0,1784000000000.0,101500000000,225947000000,0,24000,5749,27,51,0,0,3,367,17818,176,133,68,1726095,123,,3138355,6,0,13,2,0
Kyrgyzstan,23000,0,5372,0,2,4573,4212000,3685000.0,0,0,0,654000000,0,3617000000,0,2487357,5089000000,0,0,3197000,0,0,438000000.0,31026000.0,31000,6000,55000,117270,28499000000.0,5663000000.0,40000000,50907000000,424,0,34000,21,30,0,0,0,215,199951,0,7,7,3147772,0,,6172101,28,174,0,0,576
Laos,100000,0,7725,0,0,5274,15944000,16629000.0,47,0,0,355600000,0,9619000000,0,2521277,1770000000,0,0,3585000,0,0,0.0,0.0,25000,0,120000,159071,62000000.0,0.0,0,66905000000,422,30000,59647,64,50,0,0,0,160,236800,1,29,20,3499565,51,,7953556,20,97,7,2,4600
Latvia,17870,0,3410,0,0,1370,20000,0.0,11,498,0,42000000,0,48598440000,0,648449,5141000000,0,0,954900,5,6,828214000.0,0.0,33000,2000,12500,16211,0.0,0.0,0,72516000000,2216,38000,57972,0,47,0,0,0,0,64589,83,3,3,810561,18,,1801246,55,0,0,0,300
Lebanon,80000,0,6912,9,0,484,166000,0.0,42,225,0,800000000,0,41619000000,0,1775644,33301000000,0,0,1939000,5,0,0.0,0.0,115000,0,65000,69738,0.0,0.0,0,65415000000,401,15000,21705,11,12,0,0,0,334,10400,51,80,68,2092148,48,,5364482,8,350,9,0,0
Liberia,2100,0,550,0,0,1667,0,0.0,6,579,0,20700000,0,1335000000,0,1913912,599660000,0,0,2607000,4,0,0.0,0.0,5000,0,5500,65247,0.0,0.0,0,9308000000,429,0,10600,0,0,0,0,0,0,111369,4821,0,0,2392390,6,,5437249,19,0,0,0,0
Libya,32000,0,2728,1,4,4339,0,0.0,2,1770,0,1474800000,0,3654200000,10,3290485,92894000000,1,0,2585000,14,0,9212000000.0,11832000000.0,207000,1245000,100000,125141,0.0,1505000000000.0,48363000000,90609000000,0,0,34000,25,20,0,0,0,55,1759540,96,83,22,3827857,5,,7361263,75,38,35,12,0
Lithuania,23000,0,4553,0,0,1545,166000,0.0,5,90,0,5651760000,0,48400000000,0,1332490,7406000000,0,0,1548000,2,4,1601000000.0,0.0,67000,4000,14150,36795,0.0,0.0,12000000,136227000000,1911,104000,83821,0,16,0,0,0,0,65300,59,9,4,1708321,13,,2628186,64,54,0,5,441
Luxembourg,1200,0,476,0,0,327,34000,0.0,0,0,0,1530685000,0,5203000000000,0,92633,2789000000,0,0,350000,0,0,594240000.0,0.0,51000,0,0,3356,0.0,0.0,0,86871000000,271,0,2746,0,0,0,0,0,0,2586,147,1,0,154388,0,,671254,3,0,0,1,37
Madagascar,13500,0,316,0,0,0,472000,0.0,5,4828,0,147630000,0,3548000000,0,7952233,2785000000,0,0,16519000,13,0,0.0,0.0,20000,0,8100,559602,150000000.0,0.0,0,52968000000,836,0,31640,0,0,0,0,0,12,587040,29,6,5,11192031,7,,29452714,93,17,0,1,600
Malaysia,113000,0,15415,11,0,2742,35741000,4476000.0,72,4675,4,5100000000,0,8748000000,25,13480276,116229000000,2,0,18264000,35,4,42499000000.0,75456000000.0,672000,582000,100000,553037,226000000.0,1189000000000.0,3600000000,1212000000000,1851,51600,144403,36,0,6,2,4,48,329847,1750,132,45,16245461,100,67735.0,34564810,100,196,31,15,7200
Mali,40000,0,3717,12,8,7908,0,0.0,0,0,0,1110000000,0,4085000000,9,4288168,647800000,0,0,9126000,0,0,0.0,0.0,46000,0,4800,351850,0.0,0.0,0,71253000000,593,0,139107,30,0,1,0,0,0,1240192,0,44,10,6817088,0,,21990607,30,50,4,8,1800
Mauritania,31540,0,5024,4,0,5002,0,0.0,6,754,0,270625000,0,3072000000,0,1181555,2039000000,0,0,1210000,2,0,0.0,0.0,32000,0,5000,82233,0.0,28317000000.0,20000000,33069000000,728,66000,12253,0,0,2,0,0,51,1030700,11,23,4,1687936,6,,4328040,25,75,6,7,1086
Mexico,387000,0,23548,32,0,4389,15132000,6296000.0,142,9330,3,9100000000,0,306308000000,2,49811912,232035000000,1,0,60959000,35,0,90566000000.0,31422000000.0,1741000,2101000,120000,2222579,1160000000.0,180322000000.0,5786000000,2883000000000,23389,98653,704884,0,35,25,0,0,0,1964375,674,424,173,61447766,164,,130739927,1580,0,175,40,2900
Moldova,6500,0,1598,0,0,1885,90000,0.0,0,0,0,114114000,0,2637000000,0,1792565,5848000000,0,0,1358000,0,0,2344000000.0,10000.0,22000,0,2000,71991,0.0,0.0,0,39342000000,1171,2000,9488,11,4,0,0,0,0,33851,75,3,2,2159717,0,,3599528,10,67,0,1,558
Mongolia,35000,0,11040,0,0,8082,8941000,68824000.0,0,0,0,1590000000,0,8379000000,0,1552233,5508000000,0,0,1449000,0,0,0.0,0.0,39000,15000,50000,62352,2520000000.0,0.0,0,59221000000,1815,230000,113200,130,0,0,0,0,420,1564116,318,8,3,1870555,0,,3281676,37,500,2,3,580
Montenegro,2350,0,946,0,0,680,1658000,1862000.0,14,294,0,204000000,0,3643000000,0,85179,1741000000,0,0,245300,4,0,0.0,0.0,9000,0,5500,3599,337000000.0,0.0,0,17375000000,250,0,7762,12,0,0,0,0,0,13812,18,10,10,143964,20,,599849,5,12,0,0,0
Morocco,400000,0,17594,0,6,2363,10304000,0.0,84,1835,1,16100000000,0,42262000000,84,15254135,37134000000,6,0,12475000,12,0,243201000.0,82595000.0,296000,25,50000,635589,96000000.0,1444000000.0,684000,350594000000,2067,250000,57300,185,544,4,0,2,1346,715550,94,271,73,17946041,100,,37387585,48,188,77,31,0
Mozambique,11200,0,3488,2,2,4783,13000,10583000.0,36,2470,0,480000000,0,8274000000,8,7770772,3843000000,0,0,15173000,11,0,1347000000.0,5388000000.0,42000,0,3000,533615,1792000000.0,2832000000000.0,0,51786000000,4787,0,30562,12,0,0,0,0,60,799380,36,23,7,14674420,36,,33350954,92,104,1,5,460
Myanmar,228000,0,11576,20,9,6522,907000,1031000.0,146,1930,3,2815031361,0,8748000000,70,21975367,8590400000,6,0,22742000,7,2,3788000000.0,16780000000.0,122000,7000,55000,1035489,252000000.0,637129000000.0,139000000,287559000000,5031,19000,157000,1520,225,5,3,0,1040,676578,101,331,86,30489384,239,89240.0,57527139,74,1680,120,33,12800
Namibia,17567,0,2402,0,2,4220,24000,0.0,15,1572,2,450498000,0,9680000000,11,400923,3356000000,0,0,1131000,2,0,0.0,0.0,23000,0,5000,30840,350000000.0,62297000000.0,0,31154000000,2628,0,48875,55,0,0,0,0,7,824292,15,36,7,616805,15,,2803660,259,50,13,5,0
Nepal,98500,0,1108,0,0,3159,1091000,9000.0,0,0,0,431355326,0,5719000000,0,11733140,12456000000,0,0,8435000,0,0,0.0,0.0,71000,0,15000,778060,8000000.0,0.0,0,149643000000,59,82000,64500,0,0,0,0,0,0,147181,0,17,10,15249970,0,,31122387,51,14,0,7,0
Netherlands,44245,0,6689,38,16,1053,12796000,1761000.0,76,451,0,31791150000,0,5257949730000,0,6486918,79129000000,6,0,10315000,18,3,33243000000.0,17774000000.0,840000,70000,5000,195496,3247000000.0,132608000000.0,137747000,1276000000000,3055,8510,139027,4,46,0,3,0,18,41543,1187,130,67,7997570,140,147606.0,17772378,44,0,21,4,6237
New Zealand,10050,0,3378,0,0,0,2696000,3011000.0,4,15134,0,2455949332,0,230651410000,0,1775457,22065000000,2,0,3124000,22,0,3819000000.0,3770000000.0,154000,12000,300,61935,6750000000.0,31149000000.0,40993000,257117000000,4128,3300,94000,0,0,6,0,0,0,268838,117,47,21,2219321,8,,5161211,206,31,13,7,0
Nicaragua,45000,0,6344,0,0,1253,0,0.0,23,910,0,1311600000,0,6753000000,0,2777610,6105000000,0,0,3225000,5,0,0.0,0.0,28000,200,5500,146893,0.0,0.0,0,52989000000,0,0,24033,151,0,0,0,0,186,130370,5,17,12,3271705,23,,6676948,39,347,1,5,2220
Niger,25000,0,1550,2,2,5834,426000,427000.0,0,0,0,488400000,0,3793000000,0,5294900,1442772000,0,0,10486000,0,0,29858000.0,29509000.0,18000,13000,5000,447827,90000000.0,0.0,150000000,47921000000,0,0,18949,0,0,2,0,0,0,1267000,0,26,13,7902835,0,,26342784,26,0,0,7,300
Nigeria,230000,0,12219,24,15,4477,1326000,1322000.0,132,853,0,3900000000,0,45009000000,14,90437404,38612000000,1,0,113350000,28,2,20719000000.0,39951000000.0,527000,1541000,50000,4261448,2144000000.0,5761000000000.0,36890000000,1318000000000,3798,0,195000,37,40,12,0,0,330,923768,928,159,69,125475979,152,38052.0,236747130,50,339,28,12,8600
North Korea,1320000,0,47792,114,20,1607,22105000,21927000.0,227,2495,8,4750000000,2,6050000000,341,5312331,5500000000,2,0,17637000,10,1,0.0,0.0,18000,0,100000,420779,10600000000.0,0.0,0,15416000000,7435,560000,25554,1500,1300,0,24,0,4895,120538,264,837,205,9467520,332,143304.0,26298666,81,700,176,1,2250
North Macedonia,10010,0,1878,0,4,838,5344000,4000000.0,0,0,0,421527100,0,5637000000,0,783773,5252000000,0,0,779200,0,0,274928000.0,0.0,24000,0,3500,27763,332000000.0,0.0,0,43844000000,699,60000,15170,18,0,0,0,0,0,25713,0,20,10,948216,0,,2135622,13,156,10,0,0
Norway,33440,0,11441,43,0,2566,1096000,120000.0,20,25148,6,11189483200,0,787758400000,0,1807192,81242000000,4,0,3042000,141,5,4548000000.0,123727000000.0,229000,2020000,40500,71627,2000000.0,1544455000000.0,8122200000,507680000000,3848,20100,95120,0,28,5,6,0,36,323802,1720,109,34,2203893,48,66022.0,5509733,146,0,23,4,1577
Oman,100000,0,11380,10,0,1561,82000,0.0,8,2092,5,8364000000,0,55986700000,29,1291559,18287000000,0,0,2696000,7,0,27364000000.0,40754000000.0,218000,1056000,10000,50726,0.0,651287000000.0,5375000000,193591000000,0,0,60230,0,24,4,0,0,264,309500,57,128,31,1482757,17,22490.0,3901992,37,144,45,9,0
Pakistan,660000,0,59044,90,55,7257,30191000,13765000.0,79,1046,6,9102115350,0,89148000000,331,85803614,18408000000,9,0,83644000,3,3,46448000000.0,36937000000.0,645000,91000,500000,4794908,2857000000.0,592219000000.0,540000000,1390000000000,11881,550000,264175,652,662,27,8,4,2677,796095,60,1397,379,108516336,120,115187.0,252363571,117,2629,563,63,0
Panama,16300,0,1550,0,0,687,863000,0.0,14,2490,0,1069750000,0,1227085530000,0,1206965,6856000000,0,0,2206000,12,0,389611000.0,0.0,131000,0,80000,53643,0.0,0.0,0,164484000000,77,0,11978,0,0,2,0,0,0,75420,8174,38,23,2011608,22,,4470241,77,0,0,13,800
Paraguay,15650,0,2876,4,0,4655,700,0.0,64,0,0,416800000,0,13783000000,0,3001497,9886000000,0,0,3502000,1,0,0.0,0.0,52000,2000,14800,150451,0.0,0.0,0,112919000000,30,168500,78811,0,6,1,0,0,10,406752,108,49,18,3535598,73,,7522549,83,50,14,12,3100
Peru,120000,0,9168,22,16,7062,973000,1382000.0,13,2414,8,2552000000,0,38102000000,15,12681497,79246000000,7,0,18918000,20,0,7185000000.0,12270000000.0,255000,118000,60000,619405,1567000000.0,300159000000.0,858890000,535911000000,1855,386000,70000,61,12,12,6,0,355,1285216,111,252,112,15648120,78,171629.0,32600249,174,290,68,39,8808
Philippines,160000,0,20551,17,6,0,42859000,14457000.0,60,36289,1,6571641011,0,63241000000,0,41751803,106195000000,4,0,50979000,70,0,2251000000.0,2251000000.0,457000,10000,35000,2128987,361000000.0,98543000000.0,138500000,1202000000000,77,1500000,216387,0,12,11,0,0,18,300000,2203,204,130,50859137,127,84578.0,118277063,256,296,23,23,3219
Poland,250000,0,57972,12,29,2845,99932000,96720000.0,3,440,2,55865141600,0,425641700000,58,15576017,223115000000,2,0,18245000,10,29,20056000000.0,5551000000.0,743000,24000,50000,464956,27758000000.0,91492000000.0,113000000,1649000000000,19461,350000,427580,298,593,11,1,0,798,312685,152,457,224,18985692,63,55530.0,38746310,318,0,112,44,3997
Portugal,25000,0,10419,5,0,1224,0,0.0,71,1793,2,6760000000,0,530000000000,28,4096295,55160000000,5,0,5332100,36,0,3700000000.0,0.0,200000,12932,23300,127677,40000000.0,72000000000.0,22440000,556942000000,3622,23500,136635,0,23,16,2,4,34,92090,1158,128,36,5319863,128,42755.0,10639726,136,54,23,20,764
Qatar,26550,0,5576,6,24,87,0,0.0,107,563,4,11950000000,0,205700000000,115,490001,53987000000,0,0,2123000,6,0,41515000000.0,169595000000.0,268000,1818000,5500,12760,0.0,23861000000000.0,25244000,317064000000,0,4000,7039,16,46,0,0,0,62,11586,123,263,85,638022,125,,2552088,8,12,45,12,0
Republic of the Congo,10000,0,804,0,1,5008,0,0.0,0,169,0,933360000,0,6360000000,2,1353682,715391000,0,0,2563000,5,0,423000000.0,423000000.0,13000,267000,2500,115856,0.0,283990000000.0,2885000000,39147000000,510,0,23324,30,3,0,0,0,61,342000,11,14,8,2256136,4,,6097665,56,38,0,4,1120
Romania,90000,0,13266,0,0,2844,15533000,14752000.0,0,225,7,10230630000,0,145200000000,29,7731114,73391000000,3,0,8263000,11,7,10055000000.0,9501000000.0,220000,67000,15000,199630,291000000.0,105480000000.0,600000000,774376000000,10628,55000,85387,243,0,2,0,0,451,238391,127,148,66,9437041,18,,18148155,103,720,44,13,1731
Russia,1320000,1,126512,698,556,22407,290763000,531130000.0,70,37653,79,212638272000,13,226475750000,861,46189226,597217000000,12,0,72517000,67,45,472239000000.0,617830000000.0,3863000,10879000,250000,1267387,162166000000.0,47805000000000.0,80000000000,6089000000000,85494,2000000,1283387,2486,3603,137,66,18,5630,17098242,2910,4237,1643,69002197,747,1426539.0,140820810,905,5920,530,458,102000
Saudi Arabia,247000,0,22370,81,34,4272,66000,0.0,9,2640,9,63988055520,0,248171000000,283,17468238,463870000000,7,0,17168000,16,3,121870000000.0,121870000000.0,3524000,11174000,150000,621255,0.0,9423000000000.0,258600000000,2213000000000,5410,0,221372,327,380,16,0,22,1085,2149690,433,917,264,19003104,32,49727.0,36544431,90,557,202,49,0
Senegal,17000,0,1860,0,5,2684,138000,0.0,4,531,0,777800000,0,14985000000,0,4089912,889295000,0,0,5763000,6,0,54498000.0,54646000.0,65000,9000,0,395798,0.0,0.0,0,83183000000,906,0,16665,6,0,1,0,0,0,196722,36,39,19,7162057,4,,18847519,20,20,22,5,1000
Serbia,22500,0,7190,17,4,2322,37828000,33219000.0,18,0,0,2770000000,0,21726000000,11,2574406,30484000000,0,0,3230000,0,4,2939000000.0,353376000.0,88000,13000,600000,79827,7112000000.0,48139000000.0,77500000,177093000000,3333,2000,45022,73,96,0,0,0,242,77474,0,115,51,3259584,30,,6652212,46,150,33,3,587
Sierra Leone,13000,0,350,0,0,1093,0,0.0,10,402,0,450000000,0,1451000000,0,1203978,495699000,0,0,2863000,3,0,0.0,0.0,9000,0,0,45605,0.0,0.0,0,26728000000,0,0,11701,0,0,0,0,0,0,71740,584,1,1,2006631,10,,9121049,8,0,0,0,800
Singapore,51000,0,17244,0,20,0,1153000,0.0,55,193,6,18000000000,0,1884751660000,100,2628408,383946000000,6,0,3722000,5,4,13724000000.0,0.0,1514000,0,12000,66313,0.0,0.0,0,800304000000,0,252500,3500,24,48,9,6,11,170,719,3202,235,75,3918498,101,93244.0,6028459,9,89,36,9,0
Slovakia,20982,0,6636,0,0,1587,6066000,2315000.0,0,0,0,2900000000,0,140360000000,7,2353424,14452000000,0,0,2779000,0,0,60424000.0,52556000.0,90000,7000,0,61200,19000000.0,14158000000.0,9000000,218762000000,3627,0,45106,25,35,1,0,0,45,49035,0,48,22,2837461,0,,5563649,116,9,11,7,172
Slovenia,7000,0,4636,0,0,1211,2309000,2440000.0,3,47,0,1782000000,0,60500000000,0,826570,2832000000,0,0,1058000,2,0,840902000.0,3863000.0,44000,4,5000,22867,95000000.0,0.0,0,103118000000,1207,26000,38125,0,17,0,0,0,54,20273,8,40,16,1006989,3,,2097893,42,18,23,5,710
Somalia,30000,0,1104,0,0,2385,0,0.0,19,3025,0,870000000,0,2563000000,0,1796384,16747500,0,0,3439000,6,0,0.0,0.0,6000,0,2000,130173,0.0,5663000000.0,0,26770000000,0,0,15000,0,0,0,0,0,0,637657,4,6,6,2993973,19,,13017273,40,0,0,0,0
South Africa,68731,0,23024,0,10,5244,176095000,239712000.0,42,2798,0,2877000000,0,93879000000,2,14989776,65435000000,4,0,27766000,8,4,4487000000.0,59128000.0,609000,88000,50000,1027525,9893000000.0,0.0,15000000,870420000000,30400,29350,750000,201,52,0,3,0,248,1219090,110,181,87,27803618,63,43881.0,60442647,573,434,81,11,0
South Korea,450000,0,117460,98,113,237,136817000,16081000.0,96,2413,3,44800000000,14,553871450000,242,21353538,418219000000,18,2,29713000,15,14,59480000000.0,55127000.0,2542000,38000,120000,416654,326000000.0,7079000000.0,0,2607000000000,3979,3100000,100428,525,2780,35,22,4,1831,99720,2149,1540,827,26040900,215,427946.0,52081799,92,5800,335,40,1600
South Sudan,185000,0,2550,0,6,6018,0,0.0,0,0,0,30700000,0,2722500000,0,4065188,128248000,0,0,5091000,0,0,0.0,0.0,11000,146000,0,330297,0.0,0.0,3750000000,6752000000,248,0,90200,15,24,0,0,0,122,644329,0,19,15,6351857,0,,12703714,89,0,0,4,0
Spain,121802,1,49324,12,17,1953,7388000,1280000.0,112,4964,0,39000676350,0,2830012130000,136,17635602,107774000000,11,0,24386000,52,6,32833000000.0,41009000.0,1325000,47000,78470,330963,1187000000.0,2549000000.0,150000000,2361000000000,15489,24033,150110,0,96,8,2,0,298,505370,503,440,169,21748999,175,249889.0,47280433,365,188,108,51,1000
Sri Lanka,346000,0,15021,0,8,0,2323000,0.0,259,1340,0,1500000000,0,42198000000,6,8551235,6094000000,5,0,8499000,6,0,0.0,0.0,100000,0,0,307757,0.0,0.0,0,301407000000,1562,90000,114093,28,0,3,0,0,87,65610,96,90,49,10551652,275,32636.0,21982608,18,96,7,15,160
Sudan,300000,0,8890,36,35,6819,0,0.0,10,853,0,394700000,0,21650000000,37,17108407,192348850,0,0,10949000,4,0,0.0,0.0,129000,68000,17500,1312149,0.0,84951000000.0,1250000000,94420000000,7251,200000,31000,800,100,0,0,0,1055,1861484,14,183,64,26747657,10,,50467278,45,1150,33,13,4068
Suriname,2500,0,1250,0,0,1907,0,0.0,17,386,0,58440000,0,2645000000,0,84079,1632000000,0,0,255500,4,0,6967000.0,7109000.0,17000,14000,200,3234,0.0,0.0,89000000,12316000000,0,0,4304,0,0,0,0,0,0,163820,13,3,3,142287,17,,646758,55,0,0,0,1200
Sweden,25600,0,27576,0,0,2211,3170000,1042000.0,116,3218,7,15900000000,0,1102693570000,73,3558185,62569000000,0,0,5699000,92,8,889924000.0,0.0,270000,11000,104400,105898,5000000.0,0.0,0,668628000000,10910,34000,197964,0,24,3,4,1,110,450295,361,172,53,4235934,279,39816.0,10589835,206,0,36,6,2052
Switzerland,147178,0,6885,0,0,1770,126000,0.0,0,0,0,8372658426,0,2420000000000,40,3163225,909366000000,0,0,5153000,0,0,3138000000.0,0.0,194000,300,5000,97466,0.0,0.0,0,741035000000,5296,0,83131,0,133,3,0,0,134,41277,17,141,39,3898653,0,,8860574,66,0,43,16,1292
Syria,100000,0,18736,5,7,2363,15000,0.0,8,193,0,145925000,0,4441250000,52,13245310,307766250,0,0,6617000,3,0,3084000000.0,3085000000.0,102000,65000,50000,668232,0.0,240693000000.0,2500000000,98858000000,2052,0,69873,0,60,0,0,0,168,187437,24,104,39,15273871,12,,23865423,42,0,8,2,900
Taiwan,230000,0,24067,0,91,0,64609000,5212000.0,36,1566,7,31180000000,4,229900000000,258,1061787,541898500000,21,0,11842940,8,10,21157000000.0,63747000.0,954000,800,55000,306739,1000000.0,6230000000.0,2380000,1743000000000,1613,1657000,43206,223,488,18,4,0,1090,35980,465,720,239,12269542,91,244050.0,23595274,57,1360,215,19,0
Tajikistan,150000,0,6782,0,6,4130,2297000,2394000.0,0,0,0,450460000,0,3024000000,0,3773045,3026450000,0,0,2780000,0,0,85567000.0,18476000.0,31000,300,20000,176699,4075000000.0,5663000000.0,12000000,50370000000,680,600000,30000,24,3,0,0,0,38,144100,0,25,20,4781269,0,,10394063,19,13,4,1,200
Tanzania,25000,0,8408,0,0,4161,740000,2341000.0,10,1424,0,1476113361,0,17513000000,11,6678750,5371525000,0,0,32983000,8,0,1808000000.0,1808000000.0,85000,0,6500,607159,1410000000.0,6513000000.0,0,246706000000,4097,0,145203,70,0,0,0,0,200,947300,381,38,15,12143182,12,,67462121,206,205,6,6,0
Thailand,360850,0,52590,26,7,5673,42371000,12812000.0,254,3219,5,6006660000,0,37065000000,73,27968399,236934000000,7,1,40623000,21,5,48898000000.0,30797000000.0,1397000,386000,25000,1118736,1063000000.0,138243000000.0,252750000,1558000000000,4127,200000,180053,17,59,25,0,0,744,513120,884,496,258,36358919,304,133523.0,69920998,105,595,134,52,4000
Tunisia,89800,0,13927,0,0,1495,2000,0.0,30,1148,1,2172751250,0,21212000000,10,5181004,9344000000,1,0,4247000,16,0,5153000000.0,1323000000.0,104000,35000,12000,204830,0.0,65129000000.0,425000000,156086000000,2173,0,32332,0,0,4,0,0,145,163610,72,155,101,6024424,37,,12048847,14,105,28,12,0
Turkiye,481000,0,98193,0,111,2816,124183000,82534000.0,40,7200,9,51400000000,0,149654000000,201,36087279,154744000000,17,1,36081000,54,11,52887000000.0,379701000.0,1107000,83000,150000,1430032,10975000000.0,3794000000.0,366000000,3018000000000,11497,380000,68526,237,1045,27,14,7,2284,783562,1170,1101,509,42985080,192,349739.0,84119531,116,635,301,84,1200
Turkmenistan,36500,0,11588,27,10,4158,0,0.0,16,1768,0,1463000000,0,3696000000,22,2245963,21073860000,0,0,2445000,0,0,41561000000.0,86472000000.0,152000,272000,3500,109139,799999000.0,11327000000000.0,600000000,134555000000,5113,0,58592,164,73,0,0,0,654,488100,73,91,26,2768681,16,,5744151,23,457,11,5,1300
Uganda,45000,0,9702,0,6,2729,0,19.0,0,0,0,1510000000,0,10469000000,6,9905891,3432750000,0,0,22829000,0,0,0.0,0.0,44000,0,10000,985661,799999000.0,14158000000.0,2500000000,144137000000,1244,0,20544,12,6,0,0,0,259,241038,0,51,30,16756234,0,,49283041,39,26,12,3,0
Ukraine,900000,0,45458,30,39,5581,25012000,19603000.0,133,2782,0,45000000000,0,90003000000,88,12731272,43781000000,0,0,20539000,26,5,22856000000.0,18725000000.0,192000,3000,100000,392280,34375000000.0,1104000000000.0,395000000,577583000000,21733,4000000,169694,288,682,5,0,0,1121,603550,410,347,140,18187531,169,22266.0,35661826,152,625,72,22,1672
United Arab Emirates,65000,0,8982,40,30,1066,5411000,0.0,34,1318,11,23480000000,0,290400000000,99,4945881,237931000000,0,0,7090000,20,2,66091000000.0,56683000000.0,846000,4146000,12000,80258,0.0,6091000000.0,97800000000,745994000000,0,130000,4080,49,165,27,0,5,354,83600,655,581,250,5818684,84,20210.0,10032213,42,99,151,35,0
United Kingdom,141330,2,94064,38,50,499,7372000,1568000.0,26,12429,0,88526529585,6,10553123900000,103,25192932,174598000000,7,0,35359000,185,8,70141000000.0,37758000000.0,1406000,753000,0,753050,26000000.0,180661000000.0,2500000000,3636000000000,16390,31940,416461,43,14,29,10,9,288,243610,868,625,262,31491165,116,406308.0,68459055,1057,126,201,30,3200
United States,1333030,11,409660,926,1024,12002,495156000,534234000.0,0,19924,27,831500000000,83,24538900710000,1791,124816644,910037000000,0,9,174174000,666,4,914301000000.0,1029000000000.0,20307000,20953000,0,4445524,247883000000.0,13402000000000.0,38212000000,25676000000000,293564,799500,6586610,1731,1521,611,66,610,4666,9833517,3533,13032,5913,150463900,465,8265799.0,341963408,16116,1878,2610,917,41009
Uruguay,24000,0,5968,6,0,1591,8000,0.0,5,660,0,1903440000,0,54450000000,0,1322177,17378000000,0,0,1768000,8,2,86037000.0,0.0,50000,400,5000,54805,0.0,0.0,0,108502000000,1673,0,77732,4,16,5,0,2,62,176215,58,43,12,1575652,16,,3425330,65,83,12,6,1600
Uzbekistan,120000,0,8692,13,34,6893,8941000,6379000.0,0,420,0,6210000000,0,25714000000,26,15959499,41237000000,0,0,13974000,0,0,43227000000.0,47500000000.0,111000,64000,20000,730412,1375000000.0,1841000000000.0,594000000,379989000000,4642,0,225500,108,177,0,0,0,470,447400,0,159,101,18990708,0,,36520593,74,236,7,12,1100
Venezuela,109000,0,15168,0,10,5267,80000,149000.0,26,2800,0,6060000000,0,121363000000,30,12812625,9944750000,1,0,11136000,31,0,17696000000.0,17696000000.0,203000,801000,220000,625006,730999000.0,5674000000000.0,303806000000,110943000000,447,8000,96189,56,60,3,3,1,282,912050,272,224,85,15625153,41,,31250306,509,92,75,47,7100
Vietnam,450000,0,69914,0,0,4616,96099000,51519000.0,27,3444,17,10200000000,0,34426000000,61,45053323,83082000000,9,0,57133000,16,8,7676000000.0,7676000000.0,544000,187000,250000,1797903,3116000000.0,699426000000.0,4400000000,1456000000000,2600,5000000,195468,774,30,3,6,0,1999,331210,1973,265,101,54994667,116,102147.0,105758975,36,3250,91,6,47130
Yemen,33350,0,1550,0,14,1601,27000,0.0,9,1906,1,405187500,0,6492000000,68,9031464,831025575,0,0,7848000,10,0,189432000.0,189432000.0,58000,15000,20000,610668,0.0,478555000000.0,3000000000,18719000000,0,0,71300,30,12,0,0,0,0,527968,30,160,59,12213368,26,,32140443,37,60,30,3,0
Zambia,15150,0,848,0,0,6043,2081000,2091000.0,0,0,0,385321000,0,16597000000,0,4139024,3017000000,0,0,7407000,0,0,0.0,0.0,34000,0,1200,374384,945000000.0,0.0,0,79207000000,3126,0,67671,50,12,0,0,0,75,752618,2,78,33,7279691,0,,20799116,120,60,34,13,0
Zimbabwe,29000,0,1248,9,6,3229,6705000,7968000.0,0,0,0,1976800000,0,6671000000,9,3721626,484973000,0,0,6386000,0,0,0.0,0.0,34000,800,21800,360157,502000000.0,0.0,0,57391000000,3427,0,97267,0,0,0,0,0,60,390757,0,80,28,6517134,0,,17150352,144,0,20,14,0
